timestamp,threat_type,severity,source_ip,affected_system,hostname,user_account,detection_method,status,response_time_minutes,confidence_score,event_count,date,hour,day_of_week,is_internal,is_resolved
2024-01-01 08:26:00,Suspicious Login,Low,63.173.234.175,Web Server,WKS-FIN-15,user034,Antivirus,Blocked,89,96,42,2024-01-01,8,Monday,False,True
2024-01-01 08:32:00,Suspicious Login,Low,10.0.15.226,Workstation,SRV-WEB-08,user012,Log Analysis,False Positive,104,60,45,2024-01-01,8,Monday,True,False
2024-01-01 08:42:00,Port Scan,Low,10.0.6.93,Firewall,SRV-WEB-27,user021,SIEM,False Positive,33,35,30,2024-01-01,8,Monday,True,False
2024-01-01 08:48:00,Unauthorized Access,High,68.40.216.161,Database Server,SRV-DB-17,user021,Network Monitor,Blocked,25,99,192,2024-01-01,8,Monday,False,True
2024-01-01 08:50:00,Port Scan,Medium,10.0.17.226,Database Server,SRV-WEB-08,user046,SIEM,False Positive,55,41,6,2024-01-01,8,Monday,True,False
2024-01-01 08:55:00,Port Scan,Low,174.101.89.251,Workstation,WKS-FIN-10,user011,SIEM,Blocked,100,82,3,2024-01-01,8,Monday,False,True
2024-01-01 09:14:00,Phishing Attempt,Low,205.216.244.241,Workstation,SRV-MAIL-25,user010,Antivirus,Blocked,36,83,20,2024-01-01,9,Monday,False,True
2024-01-01 09:15:00,XSS Attack,High,1.194.94.227,VPN Gateway,SRV-FILE-19,user041,Antivirus,Investigating,8,98,43,2024-01-01,9,Monday,False,False
2024-01-01 09:36:00,Port Scan,Medium,10.0.10.125,AD Server,SRV-DB-01,user030,SIEM,Detected,46,87,1,2024-01-01,9,Monday,True,False
2024-01-01 09:43:00,DDoS Attack,High,63.173.234.175,File Server,WKS-IT-08,user043,SIEM,Blocked,19,83,123,2024-01-01,9,Monday,False,True
2024-01-01 09:59:00,Malware Detection,High,10.0.6.166,Workstation,WKS-IT-11,user018,EDR,Quarantined,25,87,63,2024-01-01,9,Monday,True,True
2024-01-01 10:07:00,Malware Detection,High,10.0.16.223,Workstation,SRV-MAIL-13,user042,Firewall,Investigating,6,74,18,2024-01-01,10,Monday,True,False
2024-01-01 10:08:00,Port Scan,Low,135.127.91.143,AD Server,SRV-DB-22,user006,IDS/IPS,Blocked,43,83,12,2024-01-01,10,Monday,False,True
2024-01-01 10:09:00,Phishing Attempt,Low,2.133.89.105,Workstation,WKS-IT-08,user048,EDR,Blocked,76,99,3,2024-01-01,10,Monday,False,True
2024-01-01 10:10:00,Malware Detection,High,202.112.117.205,Email Server,WKS-FIN-05,user025,Log Analysis,Investigating,7,94,119,2024-01-01,10,Monday,False,False
2024-01-01 10:15:00,Port Scan,Low,10.0.6.145,AD Server,WKS-OPS-01,user009,IDS/IPS,False Positive,118,57,18,2024-01-01,10,Monday,True,False
2024-01-01 10:19:00,File Integrity Violation,Medium,186.68.128.231,Firewall,WKS-IT-04,user014,Network Monitor,Blocked,28,89,4,2024-01-01,10,Monday,False,True
2024-01-01 10:28:00,Phishing Attempt,Low,11.36.155.20,Workstation,WKS-HR-09,user047,Network Monitor,Blocked,107,99,46,2024-01-01,10,Monday,False,True
2024-01-01 10:28:00,SQL Injection,Critical,21.195.146.119,Database Server,SRV-DB-22,dbadmin,Firewall,Investigating,5,86,157,2024-01-01,10,Monday,False,False
2024-01-01 10:33:00,File Integrity Violation,Medium,10.0.3.132,VPN Gateway,WKS-IT-04,user047,Network Monitor,False Positive,46,45,12,2024-01-01,10,Monday,True,False
2024-01-01 10:33:00,Port Scan,Low,150.129.133.219,AD Server,SRV-MAIL-13,user001,IDS/IPS,Detected,33,84,41,2024-01-01,10,Monday,False,False
2024-01-01 11:05:00,Data Exfiltration,Critical,185.32.198.49,File Server,WKS-FIN-10,user027,SIEM,Investigating,1,80,99,2024-01-01,11,Monday,False,False
2024-01-01 11:31:00,Port Scan,Medium,10.0.9.220,File Server,WKS-FIN-15,user019,Firewall,Blocked,19,79,20,2024-01-01,11,Monday,True,True
2024-01-01 12:10:00,Port Scan,Low,83.56.49.134,DNS Server,WKS-OPS-20,user001,IDS/IPS,Blocked,117,80,22,2024-01-01,12,Monday,False,True
2024-01-01 12:23:00,Phishing Attempt,Medium,182.29.136.136,Workstation,WKS-OPS-20,user012,Antivirus,False Positive,36,56,22,2024-01-01,12,Monday,False,False
2024-01-01 12:26:00,Port Scan,Low,179.16.169.21,VPN Gateway,SRV-MAIL-03,user042,Antivirus,Blocked,91,74,41,2024-01-01,12,Monday,False,True
2024-01-01 12:29:00,DDoS Attack,High,194.244.153.3,DNS Server,SRV-FILE-30,admin,Log Analysis,Blocked,18,99,200,2024-01-01,12,Monday,False,True
2024-01-01 12:32:00,Phishing Attempt,Low,125.119.162.252,Email Server,WKS-IT-12,user047,Network Monitor,Blocked,70,87,35,2024-01-01,12,Monday,False,True
2024-01-01 12:43:00,Data Exfiltration,Critical,209.141.115.156,DNS Server,SRV-DB-23,user005,Antivirus,Investigating,5,96,17,2024-01-01,12,Monday,False,False
2024-01-01 12:56:00,File Integrity Violation,Medium,162.49.230.191,Workstation,SRV-DC-11,user037,EDR,False Positive,39,35,39,2024-01-01,12,Monday,False,False
2024-01-01 13:03:00,Phishing Attempt,Low,192.175.38.142,Email Server,WKS-IT-16,user003,Firewall,False Positive,82,32,32,2024-01-01,13,Monday,False,False
2024-01-01 13:10:00,Phishing Attempt,Low,177.83.30.56,Email Server,WKS-OPS-20,user020,Antivirus,False Positive,97,39,12,2024-01-01,13,Monday,False,False
2024-01-01 13:23:00,Suspicious Login,Medium,209.130.243.215,Web Server,WKS-OPS-20,user013,IDS/IPS,False Positive,43,46,2,2024-01-01,13,Monday,False,False
2024-01-01 13:25:00,Suspicious Login,Low,124.152.101.93,Email Server,SRV-MAIL-13,user022,SIEM,Detected,97,79,50,2024-01-01,13,Monday,False,False
2024-01-01 13:28:00,Suspicious Login,Low,10.0.11.185,Database Server,WKS-IT-04,user044,Antivirus,Blocked,56,93,3,2024-01-01,13,Monday,True,True
2024-01-01 13:30:00,Suspicious Login,Low,173.249.228.228,Workstation,SRV-WEB-08,user001,Firewall,False Positive,35,51,39,2024-01-01,13,Monday,False,False
2024-01-01 13:30:00,Suspicious Login,Medium,193.65.27.135,VPN Gateway,SRV-MAIL-03,user007,EDR,Blocked,57,93,20,2024-01-01,13,Monday,False,True
2024-01-01 13:49:00,Suspicious Login,Medium,135.127.91.143,AD Server,WKS-IT-11,user014,Firewall,Blocked,27,76,19,2024-01-01,13,Monday,False,True
2024-01-01 13:50:00,File Integrity Violation,Medium,48.178.165.188,DNS Server,WKS-OPS-20,user029,Network Monitor,Blocked,22,78,10,2024-01-01,13,Monday,False,True
2024-01-01 13:55:00,Port Scan,Medium,102.207.102.133,Database Server,SRV-DB-01,user040,EDR,Blocked,47,73,14,2024-01-01,13,Monday,False,True
2024-01-01 13:56:00,SQL Injection,Critical,106.223.202.64,Database Server,SRV-DB-06,user018,Antivirus,Investigating,12,95,82,2024-01-01,13,Monday,False,False
2024-01-01 14:09:00,Port Scan,Low,36.60.117.115,Email Server,SRV-WEB-05,user020,EDR,Blocked,73,87,29,2024-01-01,14,Monday,False,True
2024-01-01 14:56:00,Malware Detection,High,10.0.3.132,Workstation,WKS-HR-09,user044,IDS/IPS,Investigating,8,82,23,2024-01-01,14,Monday,True,False
2024-01-01 15:03:00,Phishing Attempt,Low,122.239.139.141,Email Server,SRV-MAIL-25,user046,EDR,False Positive,105,50,45,2024-01-01,15,Monday,False,False
2024-01-01 15:12:00,DDoS Attack,High,199.200.36.140,DNS Server,SRV-MAIL-20,user022,Log Analysis,Quarantined,11,92,181,2024-01-01,15,Monday,False,True
2024-01-01 15:22:00,Suspicious Login,Medium,83.9.77.13,Email Server,SRV-DB-06,administrator,Log Analysis,Blocked,59,84,7,2024-01-01,15,Monday,False,True
2024-01-01 15:23:00,Suspicious Login,Low,46.243.160.91,VPN Gateway,WKS-OPS-01,user015,Antivirus,Detected,48,97,40,2024-01-01,15,Monday,False,False
2024-01-01 15:27:00,XSS Attack,High,147.67.117.209,Firewall,SRV-WEB-12,user045,Network Monitor,Quarantined,15,95,93,2024-01-01,15,Monday,False,True
2024-01-01 16:07:00,Suspicious Login,Low,216.128.195.213,Web Server,SRV-WEB-05,user031,IDS/IPS,Blocked,74,85,30,2024-01-01,16,Monday,False,True
2024-01-01 16:13:00,Port Scan,Medium,50.232.206.148,DNS Server,WKS-HR-09,user037,Antivirus,Detected,47,73,26,2024-01-01,16,Monday,False,False
2024-01-01 16:44:00,Malware Detection,High,220.21.246.96,Workstation,WKS-OPS-19,user020,EDR,Quarantined,19,82,161,2024-01-01,16,Monday,False,True
2024-01-01 16:45:00,Phishing Attempt,Medium,142.247.91.95,Workstation,WKS-IT-11,user011,SIEM,Blocked,39,72,22,2024-01-01,16,Monday,False,True
2024-01-01 17:05:00,Phishing Attempt,Low,153.233.222.135,Email Server,WKS-IT-12,admin,Firewall,Detected,99,92,16,2024-01-01,17,Monday,False,False
2024-01-01 17:06:00,Port Scan,Medium,10.0.16.60,VPN Gateway,SRV-WEB-08,user038,EDR,Blocked,44,80,36,2024-01-01,17,Monday,True,True
2024-01-01 17:10:00,Phishing Attempt,Low,194.244.153.3,Workstation,WKS-FIN-03,user026,IDS/IPS,False Positive,106,33,44,2024-01-01,17,Monday,False,False
2024-01-01 17:14:00,Port Scan,Low,144.131.176.6,DNS Server,WKS-FIN-02,user042,Network Monitor,Blocked,37,72,14,2024-01-01,17,Monday,False,True
2024-01-01 17:42:00,Port Scan,Medium,164.183.234.180,Web Server,WKS-OPS-19,user010,Network Monitor,False Positive,24,44,35,2024-01-01,17,Monday,False,False
2024-01-01 17:44:00,File Integrity Violation,Medium,21.195.146.119,VPN Gateway,SRV-MAIL-13,user014,Network Monitor,Blocked,35,79,37,2024-01-01,17,Monday,False,True
2024-01-01 17:47:00,File Integrity Violation,Medium,139.116.45.114,DNS Server,SRV-DB-06,user038,IDS/IPS,Blocked,54,86,26,2024-01-01,17,Monday,False,True
2024-01-01 17:57:00,Phishing Attempt,Low,63.173.234.175,Workstation,WKS-FIN-05,user036,IDS/IPS,False Positive,30,52,36,2024-01-01,17,Monday,False,False
2024-01-01 18:10:00,File Integrity Violation,Medium,10.0.3.133,AD Server,SRV-DC-02,user016,SIEM,Detected,59,88,26,2024-01-01,18,Monday,True,False
2024-01-01 18:13:00,File Integrity Violation,Medium,106.62.179.223,Firewall,SRV-MAIL-25,user028,EDR,False Positive,28,51,12,2024-01-01,18,Monday,False,False
2024-01-01 18:16:00,Suspicious Login,Low,10.0.4.170,File Server,WKS-FIN-06,user025,Log Analysis,Blocked,76,96,27,2024-01-01,18,Monday,True,True
2024-01-01 18:26:00,Phishing Attempt,Low,76.174.59.206,Workstation,SRV-MAIL-21,user001,IDS/IPS,Blocked,112,70,10,2024-01-01,18,Monday,False,True
2024-01-01 18:43:00,Brute Force Attack,Critical,79.187.211.67,Email Server,SRV-DB-06,admin,Network Monitor,Investigating,13,83,126,2024-01-01,18,Monday,False,False
2024-01-01 18:50:00,DDoS Attack,High,216.128.195.213,Email Server,SRV-FILE-30,user033,SIEM,Quarantined,22,96,125,2024-01-01,18,Monday,False,True
2024-01-01 19:24:00,DDoS Attack,High,128.217.107.108,File Server,SRV-WEB-12,user028,EDR,Quarantined,5,88,137,2024-01-01,19,Monday,False,True
2024-01-01 19:34:00,Port Scan,Medium,124.152.101.93,AD Server,SRV-WEB-27,user035,EDR,Blocked,38,71,3,2024-01-01,19,Monday,False,True
2024-01-01 19:54:00,Port Scan,Low,199.200.36.140,DNS Server,SRV-WEB-08,user038,SIEM,False Positive,118,32,10,2024-01-01,19,Monday,False,False
2024-01-01 20:28:00,Port Scan,Low,186.68.128.231,AD Server,SRV-FILE-30,user034,IDS/IPS,Blocked,96,98,40,2024-01-01,20,Monday,False,True
2024-01-01 20:41:00,Suspicious Login,Medium,36.60.117.115,VPN Gateway,WKS-IT-11,user048,Network Monitor,Blocked,57,72,44,2024-01-01,20,Monday,False,True
2024-01-01 20:45:00,SQL Injection,Critical,216.74.28.69,Database Server,SRV-DB-01,user022,EDR,Blocked,13,70,130,2024-01-01,20,Monday,False,True
2024-01-01 20:53:00,DDoS Attack,High,164.158.177.124,VPN Gateway,WKS-OPS-07,user047,Firewall,Blocked,18,81,85,2024-01-01,20,Monday,False,True
2024-01-01 21:10:00,Suspicious Login,Low,10.0.2.43,Web Server,WKS-FIN-15,user039,Network Monitor,Detected,68,93,37,2024-01-01,21,Monday,True,False
2024-01-01 21:16:00,File Integrity Violation,Medium,10.0.17.36,VPN Gateway,WKS-IT-08,user011,EDR,Detected,18,91,19,2024-01-01,21,Monday,True,False
2024-01-01 21:19:00,Data Exfiltration,Critical,214.127.182.40,VPN Gateway,SRV-DB-06,user009,EDR,Blocked,2,97,81,2024-01-01,21,Monday,False,True
2024-01-01 21:20:00,Suspicious Login,Low,10.0.9.55,AD Server,SRV-DC-18,dbadmin,Firewall,Blocked,31,93,8,2024-01-01,21,Monday,True,True
2024-01-01 21:33:00,Unauthorized Access,High,10.0.6.166,VPN Gateway,SRV-WEB-24,root,Antivirus,Blocked,13,95,189,2024-01-01,21,Monday,True,True
2024-01-01 21:46:00,Phishing Attempt,Low,121.92.98.230,Workstation,WKS-OPS-19,user034,Log Analysis,False Positive,34,40,6,2024-01-01,21,Monday,False,False
2024-01-01 21:54:00,Privilege Escalation,Critical,10.0.14.6,VPN Gateway,WKS-OPS-19,root,Log Analysis,Mitigated,7,77,179,2024-01-01,21,Monday,True,True
2024-01-01 21:55:00,Phishing Attempt,Medium,10.0.2.43,Workstation,WKS-IT-12,user047,Log Analysis,Blocked,37,71,42,2024-01-01,21,Monday,True,True
2024-01-01 22:05:00,File Integrity Violation,Medium,10.0.13.91,Web Server,SRV-DC-11,user030,SIEM,Detected,45,79,31,2024-01-01,22,Monday,True,False
2024-01-01 22:12:00,Port Scan,Low,48.178.165.188,File Server,SRV-MAIL-25,user044,Network Monitor,False Positive,79,45,17,2024-01-01,22,Monday,False,False
2024-01-01 22:15:00,Unauthorized Access,High,76.250.97.146,Firewall,SRV-DB-01,user019,Log Analysis,Quarantined,19,82,183,2024-01-01,22,Monday,False,True
2024-01-01 22:39:00,File Integrity Violation,Medium,76.250.97.146,Web Server,SRV-DC-07,user035,Network Monitor,False Positive,37,60,28,2024-01-01,22,Monday,False,False
2024-01-01 22:46:00,Port Scan,Low,200.204.180.172,DNS Server,SRV-DC-18,user018,Log Analysis,Blocked,42,78,42,2024-01-01,22,Monday,False,True
2024-01-01 22:58:00,DDoS Attack,High,187.120.128.241,File Server,WKS-FIN-17,user044,EDR,Investigating,29,76,143,2024-01-01,22,Monday,False,False
2024-01-01 23:19:00,XSS Attack,High,128.46.173.239,Email Server,SRV-MAIL-21,user036,IDS/IPS,Investigating,26,70,27,2024-01-01,23,Monday,False,False
2024-01-01 23:46:00,Suspicious Login,Medium,102.52.48.17,Database Server,WKS-IT-04,user007,Network Monitor,False Positive,43,41,15,2024-01-01,23,Monday,False,False
2024-01-01 23:48:00,XSS Attack,High,81.211.180.133,File Server,SRV-MAIL-03,user002,EDR,Quarantined,7,71,162,2024-01-01,23,Monday,False,True
2024-01-01 23:56:00,Port Scan,Medium,10.0.20.2,Database Server,SRV-DB-06,dbadmin,EDR,False Positive,23,42,43,2024-01-01,23,Monday,True,False
2024-01-01 23:56:00,Unauthorized Access,High,10.0.3.133,Email Server,SRV-DB-17,user019,SIEM,Blocked,26,99,29,2024-01-01,23,Monday,True,True
2024-01-01 23:57:00,Port Scan,Low,68.40.216.161,AD Server,WKS-OPS-20,user028,Network Monitor,Blocked,115,94,50,2024-01-01,23,Monday,False,True
2024-01-02 00:40:00,File Integrity Violation,Medium,17.134.113.95,Email Server,WKS-OPS-20,user005,Firewall,Blocked,18,82,25,2024-01-02,0,Tuesday,False,True
2024-01-02 00:49:00,File Integrity Violation,Medium,10.0.6.194,AD Server,SRV-DB-17,user012,SIEM,False Positive,19,45,13,2024-01-02,0,Tuesday,True,False
2024-01-02 01:18:00,Port Scan,Low,207.172.215.162,Email Server,WKS-IT-12,user032,IDS/IPS,False Positive,48,47,50,2024-01-02,1,Tuesday,False,False
2024-01-02 01:50:00,Suspicious Login,Low,151.50.217.35,Database Server,SRV-MAIL-29,user046,Firewall,Blocked,43,71,5,2024-01-02,1,Tuesday,False,True
2024-01-02 01:56:00,Malware Detection,High,11.36.155.20,Email Server,WKS-OPS-18,user029,IDS/IPS,Blocked,20,74,177,2024-01-02,1,Tuesday,False,True
2024-01-02 02:06:00,Port Scan,Low,10.0.12.199,Web Server,WKS-OPS-13,user025,Firewall,False Positive,49,52,22,2024-01-02,2,Tuesday,True,False
2024-01-02 02:40:00,DDoS Attack,High,116.139.251.49,Web Server,WKS-FIN-03,user046,Log Analysis,Blocked,20,85,121,2024-01-02,2,Tuesday,False,True
2024-01-02 02:49:00,Phishing Attempt,Medium,10.0.5.189,Workstation,SRV-MAIL-03,user025,Network Monitor,Blocked,45,73,37,2024-01-02,2,Tuesday,True,True
2024-01-02 02:59:00,Port Scan,Low,147.67.117.209,DNS Server,WKS-FIN-14,user020,SIEM,False Positive,37,50,42,2024-01-02,2,Tuesday,False,False
2024-01-02 03:04:00,Suspicious Login,Medium,3.90.215.128,Workstation,SRV-DB-22,user006,Log Analysis,False Positive,44,54,50,2024-01-02,3,Tuesday,False,False
2024-01-02 03:19:00,File Integrity Violation,Medium,99.67.55.5,Email Server,WKS-FIN-06,user003,SIEM,Detected,57,76,20,2024-01-02,3,Tuesday,False,False
2024-01-02 03:20:00,Phishing Attempt,Medium,10.0.13.94,Email Server,WKS-HR-09,user006,Network Monitor,Blocked,43,93,13,2024-01-02,3,Tuesday,True,True
2024-01-02 03:36:00,Unauthorized Access,High,10.0.9.140,File Server,SRV-DC-02,user047,EDR,Blocked,12,85,109,2024-01-02,3,Tuesday,True,True
2024-01-02 03:48:00,Suspicious Login,Medium,1.194.94.227,AD Server,WKS-FIN-02,user035,Log Analysis,Blocked,43,70,3,2024-01-02,3,Tuesday,False,True
2024-01-02 04:02:00,Suspicious Login,Low,10.0.8.218,DNS Server,WKS-FIN-17,user003,SIEM,Detected,45,76,42,2024-01-02,4,Tuesday,True,False
2024-01-02 04:06:00,DDoS Attack,High,128.46.173.239,Workstation,SRV-FILE-10,user048,EDR,Quarantined,12,99,28,2024-01-02,4,Tuesday,False,True
2024-01-02 04:09:00,Suspicious Login,Medium,10.0.8.107,VPN Gateway,WKS-IT-12,user002,SIEM,Blocked,54,71,16,2024-01-02,4,Tuesday,True,True
2024-01-02 04:15:00,Port Scan,Low,10.0.3.132,Web Server,SRV-WEB-12,user041,IDS/IPS,Blocked,69,96,7,2024-01-02,4,Tuesday,True,True
2024-01-02 04:18:00,Phishing Attempt,Medium,10.0.6.133,Workstation,WKS-OPS-20,administrator,IDS/IPS,False Positive,22,45,39,2024-01-02,4,Tuesday,True,False
2024-01-02 04:28:00,Port Scan,Medium,10.0.15.41,File Server,SRV-DB-28,user022,Log Analysis,Blocked,58,82,21,2024-01-02,4,Tuesday,True,True
2024-01-02 04:40:00,Data Exfiltration,Critical,166.78.54.33,Workstation,SRV-DC-09,user021,Log Analysis,Mitigated,13,76,21,2024-01-02,4,Tuesday,False,True
2024-01-02 04:41:00,Port Scan,Medium,205.216.244.241,Database Server,SRV-WEB-08,user018,Antivirus,False Positive,41,35,45,2024-01-02,4,Tuesday,False,False
